TITLE,ADDITIONAL FEATURES,STREET,CITY,ZIP_CODE,COUNTY,ACTION STAGE(S),Owner: Contact Name,Owner: Company Address Line 1,OWNER NAME,Engineer: Company Name,Civil Eng: Company Name,Consultant: Company Name,Civil Eng: Contact Name,HIGH VALUE(S),URL LINK TO PROJECT,SQUARE AREA,PROJECT TYPE(S),SITE NAME,NUMBER OF BLDGS,FIRST PUBLISH DATE,FULL_ADDRESS,LATITUDE,LONGITUDE
Warehouse 1,"Building 1: 1,170,000+/- square feet with 170+/- loading docks, 250+/-; trailer parking spaces (165+/- banked trailer parking spaces), and; 510+/- car parking spaces (190+/- banked car parking spaces).",322 Ferry Rd,LOGAN TOWNSHIP,'08014',GLOUCESTER,Pre-Design,N/A,427 BLOOMFIELD AVE FL 4,Crow Holdings Industrial,N/A,N/A,N/A,N/A,120000000,https://apps.construction.com/projects/202200747001,1170000,Warehouse,N/A,1,9/6/2022,"322 Ferry Rd, LOGAN TOWNSHIP, GLOUCESTER, NJ '08014'",39.8069589,-75.3544453
Warehouse 5,"Building 5: 691,900+/- square feet with 120+/- loading docks, 190+/-; trailer parking spaces (70+/- banked trailer parking spaces), and; 325+/- car parking spaces.",322 Ferry Rd,LOGAN TOWNSHIP,'08014',GLOUCESTER,Pre-Design,N/A,427 BLOOMFIELD AVE FL 4,Crow Holdings Industrial,N/A,N/A,N/A,N/A,71000000,https://apps.construction.com/projects/202200749450,691900,Warehouse,N/A,1,9/6/2022,"322 Ferry Rd, LOGAN TOWNSHIP, GLOUCESTER, NJ '08014'",39.8069589,-75.3544453
Warehouse 2,"Building 2 is proposed to be 890,500+/- square feet with 150+/- loading; docks, 190+/- trailer parking spaces (75+/- banked trailer parking; spaces), and 390+/- car parking spaces (210+/- banked car parking; spaces).",322 Ferry Rd,LOGAN TOWNSHIP,'08014',GLOUCESTER,Pre-Design,N/A,427 BLOOMFIELD AVE FL 4,Crow Holdings Industrial,N/A,N/A,N/A,N/A,91000000,https://apps.construction.com/projects/202200749425,890500,Warehouse,N/A,1,9/6/2022,"322 Ferry Rd, LOGAN TOWNSHIP, GLOUCESTER, NJ '08014'",39.8069589,-75.3544453
Mixed-Use Residential - Retail - Parking & Storage,"Construction of a 12-story mixed-use building with 129 dwelling; units,168 parking spaces, 28,650 sq ft of ground floor retail and; 43,000 sq ft of self-storage space. Square feet is approximate",100 Colden St,JERSEY CITY,'07302',HUDSON,Design Development,N/A,N/A,N/A,N/A,G Gloede & Associates,Dresdner Robin,N/A,49999999,https://apps.construction.com/projects/201600696744,177000,Apartments/Condominiums 4+ Stories Retail (Other) Shopping Center/Strip Mall Parking Garage Warehouse,N/A,1,11/7/2016,"100 Colden St, JERSEY CITY, HUDSON, NJ '07302'",40.7181194,-74.0543502
Spec Warehouse,"Construct a speculative warehouse of 812500 SF, 693 parking spaces, 143; loading docs with office space",2470 US-206,MOUNT HOLLY,'080604940',BURLINGTON,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1E+15,https://apps.construction.com/projects/202300394060,812500,Office Warehouse,N/A,1,10/24/2023,"2470 US-206, MOUNT HOLLY, BURLINGTON, NJ '080604940'",39.98699939999999,-74.73393899999999
The Cubes at US 22 Warehouse,N/A,188 Strykers Rd,PHILLIPSBURG,'08865',WARREN,Construction Documents,Cliff Braunstein,2 COOPER ST,The Cubes at US 22 Sub 1 LLC,N/A,Bohler Engineering,Control Point Associates Inc,Kyle McKenna,69203840,https://apps.construction.com/projects/202200692480,592000,Warehouse,N/A,1,7/15/2022,"188 Strykers Rd, PHILLIPSBURG, WARREN, NJ '08865'",40.698761,-75.147967
Self Storage & Community Center,"Construction of a 4-story self-storage building and community center; including a public bathroom, a landscaping closet, and a; 1,000-square-foot community room.",15 Lackawanna Pl,SOUTH ORANGE,'070791703',ESSEX,Design Development,Tyler Wilkins,157 COLUMBUS AVE,Quinlan Development Group,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202100638505,141000,Warehouse Social Club,N/A,1,5/27/2021,"15 Lackawanna Pl, SOUTH ORANGE, ESSEX, NJ '070791703'",40.7409891,-74.26368180000001
Warehouse,"Construction of a 102,9894 +/- square foot warehouse with an accessory; office",261 Etra Rd,EAST WINDSOR,'08520',MERCER,Planning Schematics,N/A,N/A,N/A,N/A,Dynamic Engineering Consultants LLC,N/A,N/A,14999999,https://apps.construction.com/projects/202200840122,102984,Warehouse,N/A,1,11/23/2022,"261 Etra Rd, EAST WINDSOR, MERCER, NJ '08520'",40.258063,-74.511982
Apartment Complex - Parking Garages Clubhouse & Maint Bldg,"Construction of 178 residential units with garages, including 36; affordable units in 6 buildings, construction of a clubhouse and; maintenance building. Square feet is approximate",150 US-202,MONTVILLE,'07045',MORRIS,Planning Schematics,N/A,N/A,N/A,N/A,Dykstra Walker Design Group,John McDonough Associates LLC,Marc Walker PE,49999999,https://apps.construction.com/projects/202100868379,200000,Apartments/Condominiums 1-3 Stories Apartments/Condominiums 4+ Stories Parking Garage Warehouse Social Club,N/A,7,12/14/2021,"150 US-202, MONTVILLE, MORRIS, NJ '07045'",40.9155544,-74.37983059999999
Warehouse 4,N/A,Wright Debow Rd & Kolendorski Rd,JACKSON TOWNSHIP,'08527',OCEAN,Planning Schematics,N/A,N/A,N/A,N/A,Professional Design Services LLC,N/A,Ian Borden,14999999,https://apps.construction.com/projects/202300161143,100000,Office Warehouse,N/A,1,4/26/2023,"Wright Debow Rd & Kolendorski Rd, JACKSON TOWNSHIP, OCEAN, NJ '08527'",40.1614186,-74.38661479999999
Warehouse 3,N/A,Wright Debow Rd & Kolendorski Rd,JACKSON TOWNSHIP,'08527',OCEAN,Planning Schematics,N/A,N/A,N/A,N/A,Professional Design Services LLC,N/A,Ian Borden,24999999,https://apps.construction.com/projects/202100859700,200000,Office Warehouse,N/A,1,12/6/2021,"Wright Debow Rd & Kolendorski Rd, JACKSON TOWNSHIP, OCEAN, NJ '08527'",40.1614186,-74.38661479999999
Warehouse 2,N/A,Wright Debow Rd & Kolendorski Rd,JACKSON TOWNSHIP,'08527',OCEAN,Planning Schematics,N/A,N/A,N/A,N/A,Professional Design Services LLC,N/A,Ian Borden,24999999,https://apps.construction.com/projects/202100859699,200000,Office Warehouse,N/A,1,12/6/2021,"Wright Debow Rd & Kolendorski Rd, JACKSON TOWNSHIP, OCEAN, NJ '08527'",40.1614186,-74.38661479999999
Warehouse 1,N/A,Wright Debow Rd & Kolendorski Rd,JACKSON TOWNSHIP,'08527',OCEAN,Construction Documents,N/A,N/A,N/A,N/A,Professional Design Services LLC,N/A,Ian Borden,24999999,https://apps.construction.com/projects/202100859696,200000,Office Warehouse,N/A,1,12/6/2021,"Wright Debow Rd & Kolendorski Rd, JACKSON TOWNSHIP, OCEAN, NJ '08527'",40.1614186,-74.38661479999999
Warehouse,"Construct a 135,000 square foot warehouse building",Weston Rd,HILLSBOROUGH TOWNSHIP,'08844',SOMERSET,Planning Schematics,Nasreen Mahmood,266 AMETHYST WAY,Weston RD LLC,N/A,Van Cleef Engineering Assocs. LLC,N/A,Michael Ford PE,24999999,https://apps.construction.com/projects/202300012579,140000,Warehouse,N/A,1,1/13/2023,"Weston Rd, HILLSBOROUGH TOWNSHIP, SOMERSET, NJ '08844'",40.5221727,-74.584484
Industrial Warehouse,Construction a 119250 SF warehouse with 18 loading bays and a drive-in; door with parking for 52 cars and 13 trailers,12-18 Vanderhoof Ave,DENVILLE,'07866',MORRIS,Pre-Design,Tom Cervenka,12-18 VANDERHOOF AVENUE,Cervenka Development Partners,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202300384015,119250,Warehouse,N/A,1,10/13/2023,"12-18 Vanderhoof Ave, DENVILLE, MORRIS, NJ '07866'",40.90457,-74.49947
Warehouse B,N/A,37 Forest Ln,PENNS GROVE,'080695009',SALEM,Design Development,N/A,N/A,N/A,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,N/A,61059947,https://apps.construction.com/projects/202200717879,596443,Warehouse,N/A,1,8/9/2022,"37 Forest Ln, PENNS GROVE, SALEM, NJ '080695009'",39.6783212,-75.4125723
Warehouse A,N/A,37 Forest Ln,PENNS GROVE,'080695009',SALEM,Design Development,N/A,N/A,N/A,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,N/A,54000000,https://apps.construction.com/projects/202200717850,530000,Warehouse,N/A,1,8/9/2022,"37 Forest Ln, PENNS GROVE, SALEM, NJ '080695009'",39.6783212,-75.4125723
Warehouse,"185,501-square-foot warehouse with 6,385 square feet of office space",1 Cragwood Rd,SOUTH PLAINFIELD,'070802448',MIDDLESEX,Construction Documents,John Porcek,1 GATEHALL DR STE 201,Bridge Industrial,N/A,Menlo Engineering Associates Inc,N/A,Greg Oman,24999999,https://apps.construction.com/projects/202200453708,185501,Warehouse,N/A,1,1/6/2022,"1 Cragwood Rd, SOUTH PLAINFIELD, MIDDLESEX, NJ '070802448'",40.5520441,-74.4198214
Kearny Point Master Report,"3 Phases of development in 6 districts: Historic Core: At the center; ofthe campus is the Historic Core, defined by a cluster of newly; renovated, early 20th century industrial buildings to be redeveloped; into Class-A office space - South Basin: The South Basin; complementsthese buildings by providing opportunity for restoring; compatible water dependent commercial uses as well as a range of; outdoor amenities, including areas for quiet contemplation, restored; native habitats, and views from the Hackensack River to downtown; Manhattan- Central: The Central parcel provides an opportunity for a; higher density gateway building, with high visibility from multiple; vantages,and vistas over the site and beyond - Waterfront: The; Waterfront givesan opportunity for four parcels each to be developed; at a relatively low density. These sites are surrounded by a replanted; landscape, andconnected by a continuous esplanade which overlooks a; restored living shoreline- North Basin: The North Basin?s significant; footprint allows for the development of a large, multi-use complex,; with space for morethan one-million gross square feet of developable; space - Building 197: Building 197 will preserve some on-site light; industrial uses, serving as a new platform for small scale; manufacturing, production, R& D and distribution - Phases 1 & 2 In; the near term focus on the upgrade and rehabilitation of buildings in; the Historic Core as well as on developing landscape and amenity; spaces adjacent to the South Basin, Historic Building 100 is developed; into a multi-tenant, creative office workspace. Building 104, the; historic powerhouse, is transformed into a grand indoor hall, with; potential for restaurants and indoor food markets. During this stage,; newly upgraded Buildings 44 and 54 come on-line, offering a combined; total of 631,300 square feet of new, flexible workspace - Phase 3; expands the campus to the east and west, offering new development; sites on the waterfront along the Hackensack River as well as; adjacent to Central Ave - Phase4 expands the campus to the North; Basin which can accommodate a development as large as 1.2 million; GSF, & offers direct waterfront access",77 Hackensack Ave,KEARNY,'070324656',HUDSON,Design Development,Nick Shears,110 5TH AVE STE 600,Hugo Neu Corp,N/A,N/A,N/A,N/A,75000000,https://apps.construction.com/projects/201700724004,N/A,Office Food/Beverage Service Warehouse Manufacturing Building,N/A,N/A,7/21/2017,"77 Hackensack Ave, KEARNY, HUDSON, NJ '070324656'",40.72592849999999,-74.1051215
Warehouse A,"Building ""A"" will have 1,230,691 + /- square feet of area",1147 Courses Landing Rd,WOODSTOWN,'08098',SALEM,Planning Schematics,N/A,250 W NYACK RD STE 104D,AACHCP Property LLC,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,Kevin J Webb,120000000,https://apps.construction.com/projects/202200454904,1230691,Warehouse,N/A,1,1/18/2022,"1147 Courses Landing Rd, WOODSTOWN, SALEM, NJ '08098'",39.6671039,-75.4105312
Warehouse - Phase 2,"150,215 square foot warehouse and with associated access, parking,; storm water management facilities and utilities",Hurffville Rd & Good Intent Rd,DEPTFORD,'08096',GLOUCESTER,Design Development,N/A,46 LINDEN LN,Georgetown Advisors,N/A,Bohler Engineering,"Atlantic Traffic & Design Engineers, Inc",Ahmad Tamous,15000000,https://apps.construction.com/projects/202000636264,150215,Warehouse,N/A,1,6/9/2020,"Hurffville Rd & Good Intent Rd, DEPTFORD, GLOUCESTER, NJ '08096'",39.8086962,-75.0937576
Warehouse - Phase 1,"891,260 square foot warehouse - associated access, parking, storm water; management facilities and utilities",Hurffville Road,DEPTFORD,'08096',GLOUCESTER,Design Development,N/A,46 LINDEN LN,Georgetown Advisors,N/A,Bohler Engineering,"Atlantic Traffic & Design Engineers, Inc",Ahmad Tamous,91241389,https://apps.construction.com/projects/202000636254,891260,Warehouse,N/A,1,6/9/2020,"Hurffville Road, DEPTFORD, GLOUCESTER, NJ '08096'",39.8139546,-75.0923035
Fabuwood Cabinetry - Tenant Fit Out,Tenant fit out for 197000 SF Warehouse,300 Linden Logistics Wy,LINDEN,'070361457',UNION,Construction Documents,N/A,655 BROAD ST,Greek Development,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300380726,N/A,Office Warehouse,N/A,N/A,10/11/2023,"300 Linden Logistics Wy, LINDEN, UNION, NJ '070361457'",40.611161,-74.21507
Warehouse 1,N/A,427 Shell Rd,PENNS GROVE,'080692915',SALEM,Planning Schematics,N/A,4 RADNOR CORPORATE CTR STE 105,Endurance Real Estate Group,N/A,"Sickels & Assocs., Inc.",N/A,Steve Cosaboon,49999999,https://apps.construction.com/projects/202200465357,334000,Warehouse,N/A,1,1/19/2022,"427 Shell Rd, PENNS GROVE, SALEM, NJ '080692915'",39.6981747,-75.4777652
Warehouse 2,N/A,427 Shell Rd,PENNS GROVE,'080692915',SALEM,Planning Schematics,N/A,4 RADNOR CORPORATE CTR STE 105,Endurance Real Estate Group,N/A,"Sickels & Assocs., Inc.",N/A,Steve Cosaboon,14999999,https://apps.construction.com/projects/202200465358,126900,Warehouse,N/A,1,1/19/2022,"427 Shell Rd, PENNS GROVE, SALEM, NJ '080692915'",39.6981747,-75.4777652
Warehouse 3,N/A,427 Shell Rd,PENNS GROVE,'080692915',SALEM,Planning Schematics,N/A,4 RADNOR CORPORATE CTR STE 105,Endurance Real Estate Group,N/A,"Sickels & Assocs., Inc.",N/A,Steve Cosaboon,24999999,https://apps.construction.com/projects/202200465360,173500,Warehouse,N/A,1,1/19/2022,"427 Shell Rd, PENNS GROVE, SALEM, NJ '080692915'",39.6981747,-75.4777652
Warehouse B,"""North Building."" Building ""B"" is proposed for development on the North; Building portion of the Property. Building ""B"" will have 276,138+ /-; square feet of area.",1147 Courses Landing Rd,PENNS GROVE,'08069',SALEM,Planning Schematics,N/A,250 W NYACK RD STE 104D,AACHCP Property LLC,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,Kevin J Webb,27000000,https://apps.construction.com/projects/202200454906,276138,Warehouse,N/A,1,1/18/2022,"1147 Courses Landing Rd, PENNS GROVE, SALEM, NJ '08069'",39.670161,-75.411524
Prologis Bayonne - Building 1 - Warehouse,Construct a 3 story warehouse of 1076579 SF,Avenue J,BAYONNE,'07002',HUDSON,Planning Schematics,N/A,3 2ND ST STE 502,Prologis (Formerly Duke Realty),N/A,Hammer Land Engineering,John McDonough Associates LLC,Joseph Hanrahan,1E+15,https://apps.construction.com/projects/202300379115,1076579,Warehouse,N/A,1,10/10/2023,"Avenue J, BAYONNE, HUDSON, NJ '07002'",40.6592771,-74.1025958
Prologis Bayonne - Building 2 - Warehouse,Construct a warehouse of 151613 SF,Avenue J,BAYONNE,'07002',HUDSON,Planning Schematics,N/A,3 2ND ST STE 502,Prologis (Formerly Duke Realty),N/A,Hammer Land Engineering,John McDonough Associates LLC,Joseph Hanrahan,24999999,https://apps.construction.com/projects/202300379133,151613,Warehouse,N/A,1,10/10/2023,"Avenue J, BAYONNE, HUDSON, NJ '07002'",40.6592771,-74.1025958
Prologis Bayonne - Building 3 - Warehouse,Construct a 124496 SF warehouse,Avenue J,BAYONNE,'07002',HUDSON,Planning Schematics,N/A,3 2ND ST STE 502,Prologis (Formerly Duke Realty),N/A,Hammer Land Engineering,John McDonough Associates LLC,Joseph Hanrahan,14999999,https://apps.construction.com/projects/202300379137,124496,Warehouse,N/A,1,10/10/2023,"Avenue J, BAYONNE, HUDSON, NJ '07002'",40.6592771,-74.1025958
Prologis Bayonne - Building 4 - Warehouse,Construct a warehouse of 110245 SF,Avenue J,BAYONNE,'07002',HUDSON,Planning Schematics,N/A,3 2ND ST STE 502,Prologis (Formerly Duke Realty),N/A,Hammer Land Engineering,John McDonough Associates LLC,Joseph Hanrahan,14999999,https://apps.construction.com/projects/202300379138,110245,Warehouse,N/A,1,10/10/2023,"Avenue J, BAYONNE, HUDSON, NJ '07002'",40.6592771,-74.1025958
Prologis Bayonne - Building 5 - Warehouse,Construct a solar ready warehouse of 219947 SF,Avenue J,BAYONNE,'07002',HUDSON,Planning Schematics,N/A,3 2ND ST STE 502,Prologis (Formerly Duke Realty),N/A,Hammer Land Engineering,John McDonough Associates LLC,Joseph Hanrahan,49999999,https://apps.construction.com/projects/202300379140,219947,Warehouse,N/A,1,10/10/2023,"Avenue J, BAYONNE, HUDSON, NJ '07002'",40.6592771,-74.1025958
Monmouth Self Storage,N/A,14 Deerpark Dr,SOUTH BRUNSWICK TOWNSHIP,'08852',MIDDLESEX,Design Development,N/A,8777 N GAINEY CENTER DR STE 191,1784 Capital Holdings LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202000711847,118772,Warehouse,N/A,1,8/27/2020,"14 Deerpark Dr, SOUTH BRUNSWICK TOWNSHIP, MIDDLESEX, NJ '08852'",40.377669,-74.583466
ExxonMobil Site Warehouses,Construct warehouses on surplus land at the Exxon Mobil site,1545 US-22,CLINTON TOWNSHIP,'088013098',HUNTERDON,Pre-Design,N/A,800 BILLINGSPORT RD,EXXON MOBIL CORPORATION,N/A,N/A,N/A,N/A,788000000,https://apps.construction.com/projects/202300377236,30000000,Warehouse,N/A,N/A,10/9/2023,"1545 US-22, CLINTON TOWNSHIP, HUNTERDON, NJ '088013098'",40.6417782,-74.86463640000001
Turnpike 1 Trade Center Building 4,"956,568 SF, 40 clear, distribution center. New Construction Scope of; Work: The scope of work includes, but is not limited to, sitework,; concrete, masonry, steel, roofing, joints infill, insulation, door; &amp; HW, glazing, overhead doors, drywall & carpentry, painting,; equipment, fire protection, plumbing, HVAC, electrical, and fire; alarm.",596 Pointers Auburn Rd,PILESGROVE,'080982901',SALEM,Bid Results,N/A,3315 N OAK TRFY,Northpoint Development,N/A,Dynamic Engineered Systems,N/A,N/A,97927197,https://apps.construction.com/projects/202300315657,956568,Warehouse,N/A,1,8/18/2023,"596 Pointers Auburn Rd, PILESGROVE, SALEM, NJ '080982901'",39.6642573,-75.4045854
Shelbourne at Hunterdon - Warehouse A,"Construct 1 warehouses with office, one at 216175 SF which 118850; office is included",53 Frontage Rd,HAMPTON,'08827',HUNTERDON,Planning Schematics,N/A,2362 NOSTRAND AVE,SGS Perryville Development LLC,"Colliers Engineering & Design, Inc.","Van Cleef Engineering Associates, LLC",N/A,N/A,49999999,https://apps.construction.com/projects/202300371013,216175,Office Warehouse,N/A,1,10/3/2023,"53 Frontage Rd, HAMPTON, HUNTERDON, NJ '08827'",40.63845389999999,-74.9843906
Shelbourne at Hunterdon - Warehouse B,"Construct a warehouse with office of 484575 SF with 54 dock stalls and; 54 trailer spaces, 208 for cars",25 Frontage Rd,HAMPTON,'08827',HUNTERDON,Planning Schematics,N/A,2362 NOSTRAND AVE,SGS Perryville Development LLC,"Colliers Engineering & Design, Inc.","Van Cleef Engineering Associates, LLC",N/A,N/A,49999999,https://apps.construction.com/projects/202300371064,403000,Office Warehouse,N/A,1,10/3/2023,"25 Frontage Rd, HAMPTON, HUNTERDON, NJ '08827'",40.6353049,-74.9596236
Haineport Commerce Center Warehouse 1,N/A,NJ-38 & Mt Holly Bypass,LUMBERTON,'08048',BURLINGTON,Planning Schematics,Jim Murray,301 ROUTE 17 STE 206,Black Creek Group NE Region Office,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,Christian Roche PE,49999999,https://apps.construction.com/projects/202200819455,280800,Warehouse,N/A,1,11/8/2022,"NJ-38 & Mt Holly Bypass, LUMBERTON, BURLINGTON, NJ '08048'",39.9820735,-74.8044659
Union Logistics Center Warehouse,N/A,901 Lehigh Ave,UNION,'07083',UNION,Planning Schematics,N/A,1 MEADOWLANDS PLZ STE 301,IV1 Union Distribution Center LLC,N/A,Bohler Engineering,N/A,James Thaon,24999999,https://apps.construction.com/projects/202200703121,151676,Warehouse,N/A,1,7/26/2022,"901 Lehigh Ave, UNION, UNION, NJ '07083'",40.6825154,-74.24250959999999
Adams Street -Mixed-Use Development,"Construction of a mixed-use building consisting of 478 residential; units including 48 stuio units, 273 one-bedroom units, 137 two-bedroom; units and 20 three-bedroom units, 48 of which would be set aside as; affordable housing, third floor amenity terrace, 5,176 sq ft lounge; and 1,100 sq ft gym, 12,550 sq ft ground floor retail split betwin; five spaces, a 305-space parking garage floors 2-4, first floor 75,000; sq ft public works space with the gound level for a new DPW garage,; second floor City Hall Annex and the Office of Emergency Management; Command Center",1501 Adams St,HOBOKEN,'070302358',HUDSON,Planning Schematics,N/A,1422 GRAND ST STE 5B,Bijou Properties,N/A,N/A,N/A,N/A,75000000,https://apps.construction.com/projects/202100564586,571826,Apartments/Condominiums 4+ Stories Retail (Other) Vehicle Sales/Service Parking Garage Warehouse Capitol/ Courthouse/City Hall,N/A,1,4/6/2021,"1501 Adams St, HOBOKEN, HUDSON, NJ '070302358'",40.75562499999999,-74.03178199999999
New York Red Bulls Soccer Training Complex - Phase 1,"Includes the construction of six fields, two in the southeast corner of; the site and four down the center of it, the main buildings, the; groundskeeping building, the field house and demolition of any; remaining Honeywell improvement, according to Tobia.",101 Columbia Rd,MORRISTOWN,'07960',MORRIS,Sub Bidding Construction Documents,Luis MIguel Garcia,600 CAPE MAY ST,New York Red Bulls,N/A,WSP / Parsons Brinckerhoff,Acoustic Dimensions/Dallas,N/A,49999999,https://apps.construction.com/projects/202300078678,N/A,Office Warehouse Athletic Facility Park/Playground,N/A,1,3/4/2023,"101 Columbia Rd, MORRISTOWN, MORRIS, NJ '07960'",40.7914118,-74.4351822
Davidson Plaza Warehouse,Construct a warehouse comprising 145750 SF,220 Davidson Ave,FRANKLIN TOWNSHIP,'088734149',SOMERSET,Planning Schematics,Brian Wong,220 DAVIDSON AVE STE 338,Davidson Plaza NJ LLC,N/A,Dynamic Engineering Consultants PC,N/A,Stephen Schwartz PE,24999999,https://apps.construction.com/projects/202300368828,150150,Warehouse,N/A,1,9/29/2023,"220 Davidson Ave, FRANKLIN TOWNSHIP, SOMERSET, NJ '088734149'",40.5365259,-74.52283919999999
The Boulevard Office Retail Plaza,"construct one combined 30,000 square foot retail, 81,299 square foot; warehouse building - two 11,200 square foot office buildings",547 N County Line Rd,JACKSON TOWNSHIP,'085274432',OCEAN,Planning Schematics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/201900662976,133699,Office Retail (Other) Warehouse,N/A,3,5/6/2019,"547 N County Line Rd, JACKSON TOWNSHIP, OCEAN, NJ '085274432'",40.1447633,-74.31631829999999
The Edge at Hillsborough Multi-Family Building - Pool,"Construct a 3-story 200-unit multi-family residential building; consisting of 89 market-rate units with 29 affordable units including; 35 one-bedroom residences and 54 two-bedroom units at rear portion of; site of former Cost Cutter shopping center, now to be known as; Hillsborough Club Plaza - outdoor pool & patio area with 500 sq ft; cabana building with garage space, office, pool equipment room,; restrooms - parking for 228 vehicles - total square footage is; estimated",390 US-206 BYP,HILLSBOROUGH TOWNSHIP,'08844',SOMERSET,Planning Schematics,N/A,N/A,N/A,N/A,Bohler Engineering,Cofone Consulting Group,Brad Bohler,49999999,https://apps.construction.com/projects/202100504970,240500,Apartments/Condominiums 1-3 Stories Parking Garage Warehouse Swimming Pool,N/A,1,2/21/2021,"390 US-206 BYP, HILLSBOROUGH TOWNSHIP, SOMERSET, NJ '08844'",40.49221199999999,-74.637496
Warehouse,Construct a new warehouse building of 1 story and 471000 SF,NJ-35 & Smith St,PERTH AMBOY,'08861',MIDDLESEX,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1E+15,https://apps.construction.com/projects/202300365425,471000,Warehouse,N/A,1,9/27/2023,"NJ-35 & Smith St, PERTH AMBOY, MIDDLESEX, NJ '08861'",40.5138455,-74.286896
Self-Storage Facility,Construct a 5 story self storage building of 89307 SF,514 Main St,FORT LEE,'070242543',BERGEN,Design Development,N/A,N/A,N/A,Klein Traffic Consulting LLC,Costa Engineering Corp,Community Housing & Planning Associates Inc,Robert L. Costa,14999999,https://apps.construction.com/projects/202000575507,89307,Warehouse,N/A,1,4/14/2020,"514 Main St, FORT LEE, BERGEN, NJ '070242543'",40.85568790000001,-73.9790103
Warehouse Building B,N/A,33 Demarest Rd,SPARTA,'078713441',SUSSEX,Planning Schematics,N/A,33 DEMAREST RD,Diamond Chip Realty,Kimley-Horn of New York PC,Control Point Associates Inc,N/A,James D Sens PLS PP,14999999,https://apps.construction.com/projects/202200555642,128000,Warehouse,N/A,1,3/28/2022,"33 Demarest Rd, SPARTA, SUSSEX, NJ '078713441'",41.0705064,-74.66492769999999
Turnpike 1 Trade Center Building 2,N/A,US-40 & Pointers Auburn Rd,CARNEYS POINT TOWNSHIP,'08098',SALEM,Planning Schematics,N/A,3315 N OAK TRFY,Northpoint Development,N/A,N/A,N/A,N/A,106628533,https://apps.construction.com/projects/202200856103,1041564,Warehouse Manufacturing Building,N/A,1,12/9/2022,"US-40 & Pointers Auburn Rd, CARNEYS POINT TOWNSHIP, SALEM, NJ '08098'",39.6738408,-75.3967863
North Point Dynamic Warehouse Building 3,Planned warehouse located at the Turnpike 1 Trade Center.,US-40 & Pointers Auburn Rd,CARNEYS POINT TOWNSHIP,'08098',SALEM,Design Development,Larry Lapinski,3315 N OAK TRFY,Northpoint Development,N/A,Dynamic Engineering Consultants LLC,N/A,Joshua M. Sewald,98052400,https://apps.construction.com/projects/202200683051,957791,Warehouse,N/A,1,7/7/2022,"US-40 & Pointers Auburn Rd, CARNEYS POINT TOWNSHIP, SALEM, NJ '08098'",39.6738408,-75.3967863
Manhard Cold Storage Distribution Center Building 1,"Planned warehouse located at the Turnpike 1 Trade Center. 853,474 SF; cold storage warehouse, supported by 42,714 SF office with supporting; truck maintenance garage building, pallet-processing and maintenance; shed and fuel station.",US-40 & Pointers Auburn Rd,CARNEYS POINT TOWNSHIP,'08098',SALEM,Planning Schematics,Larry Lapinski,3315 N OAK TRFY,Northpoint Development,Manhard Consulting Ltd.,N/A,N/A,N/A,87373105,https://apps.construction.com/projects/202200683045,853474,Warehouse Warehouse (Refrigerated) Water Treatment Plant,N/A,1,7/7/2022,"US-40 & Pointers Auburn Rd, CARNEYS POINT TOWNSHIP, SALEM, NJ '08098'",39.6738408,-75.3967863
Warehouse,Center Square and High Hill roads and adjacent to the highway Route 295,Center Square Rd,LOGAN TOWNSHIP,'08085',GLOUCESTER,Pre-Design,N/A,1902 WASHINGTON AVE STE A,Lovett Industrial,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200749685,309341,Warehouse,N/A,1,9/6/2022,"Center Square Rd, LOGAN TOWNSHIP, GLOUCESTER, NJ '08085'",39.7693811,-75.3708647
Industrial Park Nabisco Plant Redevelopment Master Report,raze several building at former Nabisco site - 39-acre property - Full; scope of work to be determined,NJ-208,FAIR LAWN,'07410',BERGEN,Design Development,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202100847471,N/A,Warehouse,N/A,N/A,11/22/2021,"NJ-208, FAIR LAWN, BERGEN, NJ '07410'",40.9372354,-74.1252442
